FuncID,Name,Type,Desc,nb1_mean,nb1_std,nb1_best,nb1_worst,nb1_median,nb2_mean,nb2_std,nb2_best,nb2_worst,nb2_median,sig_nb2,p_nb2,nb3_mean,nb3_std,nb3_best,nb3_worst,nb3_median,sig_nb3,p_nb3,nb5_mean,nb5_std,nb5_best,nb5_worst,nb5_median,sig_nb5,p_nb5,nb7_mean,nb7_std,nb7_best,nb7_worst,nb7_median,sig_nb7,p_nb7,nb9_mean,nb9_std,nb9_best,nb9_worst,nb9_median,sig_nb9,p_nb9,fr_nb1,fr_nb2,fr_nb3,fr_nb5,fr_nb7,fr_nb9,best_nb
11,F11,Multimodal,Shifted Weierstrass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,=,,59.59737668958457,5.907752795732087,42.763151882025056,70.3412540109938,61.502157638444345,-,1.862645149230957e-09,131.89240512205419,7.723483134895823,113.36821400682612,144.04438476661215,132.57599957012852,-,1.862645149230957e-09,173.46803470253806,10.644125071179232,152.61239473544725,187.34833557238863,177.6802706640347,-,1.862645149230957e-09,209.3270625684492,9.48227692548646,188.9052189746086,225.4787914950344,210.40521734916055,-,1.862645149230957e-09,1.5,1.5,3.0,4.0,5.0,6.0,1
12,F12,Multimodal,Schwefel 2.13,1.7940190370306179e-09,9.660924570404729e-09,2.842170943040401e-14,5.3819690037926193e-08,2.842170943040401e-14,2.936909974475081e-14,8.937662350240887e-15,0.0,5.684341886080802e-14,2.842170943040401e-14,=,0.25683925795785656,3.884300288821881e-14,5.6120382773845316e-14,2.842170943040401e-14,3.410605131648481e-13,2.842170943040401e-14,=,0.5929800980174267,2.842170943040401e-14,0.0,2.842170943040401e-14,2.842170943040401e-14,2.842170943040401e-14,=,0.17971249487899976,7.294905420470362e-14,2.3978709003370275e-13,2.842170943040401e-14,1.3642420526593924e-12,2.842170943040401e-14,=,0.5929800980174267,2.7474319116057207e-14,5.101852979440483e-15,0.0,2.842170943040401e-14,2.842170943040401e-14,=,0.10880943004054569,6.0,3.0,4.0,2.0,5.0,1.0,9
13,F13,Multimodal,Expanded Griewank Rosenbrock,11.64406805721963,7.870681075474371,0.8442417786279321,36.26151790888112,10.133702657861491,44.720637969032495,8.987602213419327,37.6169382866115,90.2405386637587,44.66805471764055,-,1.862645149230957e-09,42.14950324585926,0.5636289474673941,39.85125083219483,42.984118644179766,42.240902582039624,-,1.862645149230957e-09,35.421031087454,0.8395676820759675,33.245916200172985,37.162107700098986,35.42160537795356,-,9.313225746154785e-09,28.418777753854172,1.3049982963211053,26.042363665008963,30.81570568983925,28.60274044501137,-,9.313225746154785e-09,20.482054088225667,1.9258462530863296,17.249576437805246,24.474808191619076,19.831698601248014,-,2.6885420083999634e-05,1.0,6.0,5.0,4.0,3.0,2.0,1
14,F14,Multimodal,Expanded Scaffer F6,0.2540023280508131,0.033690345301304846,0.1981908581293368,0.3311911865093826,0.2512322266366094,0.0054072644250382496,0.0010234834588407078,0.0036551280340049175,0.008189935054382147,0.0051715449225735455,+,1.862645149230957e-09,0.00031547035617389695,6.498550630750165e-05,0.00020785061026629137,0.00045470217651910616,0.0003023425059476281,+,1.862645149230957e-09,1.4413528760689094e-05,3.216180415722342e-06,8.158307039707324e-06,2.2181948175159505e-05,1.4494003387710563e-05,+,1.862645149230957e-09,5.5149408059248135e-06,1.5709858280563888e-06,3.5622638066001855e-06,9.899865482054793e-06,5.035841223133275e-06,+,1.862645149230957e-09,6.414447375095259e-06,1.483773228154625e-06,3.820935283727067e-06,9.766727458782043e-06,6.395895891131431e-06,+,1.862645149230957e-09,6.0,5.0,4.0,3.0,1.0,2.0,7
15,F15,Hybrid,Hybrid Composition 1,20.01761460515451,0.0022942782344739696,20.013149295530724,20.022183842166427,20.017672628831534,20.116355358368562,0.012698190266281797,20.082958015936157,20.138133271265815,20.116045140073055,-,1.862645149230957e-09,20.23463407560847,0.016761893974750783,20.184657021197737,20.263141823600847,20.233809758000547,-,1.862645149230957e-09,20.421066833361852,0.01602919780984742,20.384666930104373,20.446948101302596,20.422185393138797,-,1.862645149230957e-09,20.52730828994394,0.025987919037035657,20.473691489462666,20.574626342852994,20.52913623181059,-,1.862645149230957e-09,20.636682211459423,0.02640258528651839,20.566007431825952,20.68332272946175,20.639924203363307,-,1.862645149230957e-09,1.0,2.0,3.0,4.0,5.0,6.0,1
16,F16,Hybrid,Hybrid Composition 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,=,,59.992130361916104,5.589418642609777,45.74697283828658,71.33149858986434,61.165046629968685,-,1.862645149230957e-09,129.17200393757136,7.929347141786394,114.16859016674073,144.6064862009215,129.36849399225326,-,1.862645149230957e-09,174.16424294459955,10.905421707268665,148.4231522256889,193.6980931512593,175.81099945915858,-,1.862645149230957e-09,208.36314638813082,9.53356509617265,185.8796130833121,228.88779981053545,207.38417457744671,-,1.862645149230957e-09,1.5,1.5,3.0,4.0,5.0,6.0,1
17,F17,Hybrid,Hybrid Composition 3,5.684341886080802e-14,0.0,5.684341886080802e-14,5.684341886080802e-14,5.684341886080802e-14,9.473903143468003e-14,2.0407411917761935e-13,5.684341886080802e-14,1.1937117960769683e-12,5.684341886080802e-14,=,0.31731050786291415,1.4666549456402814e-10,6.01846807388834e-10,5.684341886080802e-14,3.1767513064551167e-09,5.684341886080802e-14,-,0.043114446783075355,5.684341886080802e-14,0.0,5.684341886080802e-14,5.684341886080802e-14,5.684341886080802e-14,=,,5.4948638232114415e-14,1.0203705958880965e-14,0.0,5.684341886080802e-14,5.684341886080802e-14,=,0.31731050786291415,5.684341886080802e-14,0.0,5.684341886080802e-14,5.684341886080802e-14,5.684341886080802e-14,=,,3.0,5.0,6.0,3.0,1.0,3.0,7
18,F18,Hybrid,Hybrid Composition 4,9.922461122497428,6.886296573952598,0.6597683451349781,25.134831238675588,8.919174799980965,43.210381479119086,8.47181290849613,35.59290375366044,86.35698878049993,42.79174345575342,-,1.862645149230957e-09,43.391552619223674,0.4292012242326907,42.57221565644511,44.261848880921434,43.39242836967358,-,1.862645149230957e-09,40.94226398531883,12.525262923892328,35.229306709947025,87.9184196111986,37.88243225930654,-,1.862645149230957e-09,30.34211016831376,1.5505366924151742,26.663105325697074,33.40252551549736,30.29870752420075,-,1.862645149230957e-09,20.003146746494703,1.9563194048083767,16.607760366972002,24.975017866407597,19.746769384163457,-,4.7124922275543213e-07,1.0,5.0,6.0,4.0,3.0,2.0,1
19,F19,Hybrid,Rotated Hybrid Composition 1,0.2649400844894084,0.03971980290948206,0.18976019742876815,0.3659310349838165,0.26291244784246715,0.005348685250934674,0.0008323748138536693,0.003905756885558276,0.007380847284423453,0.0054512340357746325,+,1.862645149230957e-09,0.0003648814382870569,6.953361265523316e-05,0.00027161649541085353,0.0005014626069055339,0.00034231959028829806,+,1.862645149230957e-09,1.5482273725334986e-05,4.122616187243363e-06,8.693214340382838e-06,2.8302599957896746e-05,1.5011110434670627e-05,+,1.862645149230957e-09,5.9115824152892555e-06,1.7911995745127468e-06,2.867533794415067e-06,1.1847024666167272e-05,5.6272444339811045e-06,+,1.862645149230957e-09,7.270381477534708e-06,2.485766079329684e-06,2.9580492650893575e-06,1.3717723106765334e-05,6.551745883598414e-06,+,1.862645149230957e-09,6.0,5.0,4.0,3.0,1.0,2.0,7
20,F20,Hybrid,Rotated Hybrid Composition 2,20.015957596128544,0.0025882884968112083,20.011164651406716,20.02166782451377,20.015609563008752,20.103000544341842,0.010259843119963119,20.07106175353192,20.122618201027308,20.104983634333053,-,1.862645149230957e-09,20.2166887116961,0.01884359757941975,20.164585352182144,20.249126563407003,20.219986089601377,-,1.862645149230957e-09,20.392322848074333,0.025680616771665714,20.34052823803745,20.451839518496058,20.389538318580776,-,1.862645149230957e-09,20.53744855173752,0.03015669631894111,20.451531227157375,20.58522032625126,20.5437257561357,-,1.862645149230957e-09,20.62445940254149,0.028834929165727274,20.56848501134175,20.678269417897013,20.625772944358516,-,1.862645149230957e-09,1.0,2.0,3.0,4.0,5.0,6.0,1
21,F21,Hybrid,Rotated Hybrid Composition 3,7.579122514774402e-15,2.8358479742670333e-14,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0,0.0,0.0,=,0.15729920705028502,59.97604672383201,4.651772253390184,50.727024879613964,69.07724630081793,60.0003896454229,-,1.862645149230957e-09,129.09784273475532,7.327686542518156,111.04605489377627,144.71728539472178,129.9199046823844,-,1.862645149230957e-09,175.56842005890223,8.32308291495245,158.393065330166,191.30211524744925,177.21761120224102,-,1.862645149230957e-09,205.2126462924548,11.237839903441841,185.58351600575156,226.26900473676903,207.1727813553327,-,1.862645149230957e-09,2.0,1.0,3.0,4.0,5.0,6.0,2
22,F22,Hybrid,Rotated Hybrid Composition 4,1.1368683772161603e-13,0.0,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,0.0,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,=,,1.2126596023639043e-13,4.0814823835523865e-14,1.1368683772161603e-13,3.410605131648481e-13,1.1368683772161603e-13,=,0.31731050786291415,7.806496190217634e-13,3.5917044975261e-12,1.1368683772161603e-13,2.0122570276726037e-11,1.1368683772161603e-13,=,0.31731050786291415,1.1368683772161603e-13,0.0,1.1368683772161603e-13,1.1368683772161603e-13,1.1368683772161603e-13,=,,1.0989727646422883e-13,2.0407411917761933e-14,0.0,1.1368683772161603e-13,1.1368683772161603e-13,=,0.31731050786291415,3.0,3.0,5.0,6.0,3.0,1.0,9
23,F23,Hybrid,Non-Continuous Hybrid,30.400226020936252,16.143914565350443,3.9539996458482847,76.59302337947747,31.27323003293236,47.3677443143303,11.969920427178012,36.53749750919826,98.93623728667103,44.66780976807121,-,7.910653948783875e-05,45.42137837303194,10.00783984136977,40.58763427955705,97.43655195473366,43.244975458972306,-,0.00018860027194023132,38.92650767670219,8.33633315690494,35.59340481924505,83.31964997858177,37.30624468643515,-,0.0015832837671041489,33.728600675511146,13.147776289461584,24.394614146183812,83.31444156174973,30.31513317424458,=,0.3817984350025654,21.201637052997054,9.05357926627646,17.38419897569895,68.99962479480735,19.516259721927554,+,0.005382779985666275,2.0,6.0,5.0,4.0,3.0,1.0,9
24,F24,Hybrid,Rotated Non-Continuous,0.2608233719894921,0.039933005710650865,0.18949231588442217,0.37769640316423647,0.25608136339604926,0.005072358524914004,0.0008103051657540683,0.003857066100636075,0.007471791058719646,0.004712567972433135,+,1.862645149230957e-09,0.00033645248961799247,5.5363680340800195e-05,0.00023051375944760366,0.000483912607592174,0.0003354132022650447,+,1.862645149230957e-09,1.5540492627981926e-05,3.2663434721024903e-06,1.14124145511596e-05,2.1804912421430345e-05,1.4549777233696659e-05,+,1.862645149230957e-09,5.511897287154473e-06,1.1913210730945458e-06,2.3969614630914293e-06,8.147070388986322e-06,5.405274691838713e-06,+,1.862645149230957e-09,6.79340290237936e-06,1.741088863361054e-06,3.6381849213285022e-06,1.0333834097764338e-05,6.879447710161912e-06,+,1.862645149230957e-09,6.0,5.0,4.0,3.0,1.0,2.0,7
25,F25,Hybrid,Scaffer Hybrid,20.013646104800888,0.0025943022332045487,20.008365886077172,20.01942604853457,20.013544887422427,20.088958266515206,0.008244083603954578,20.06728423075242,20.102790654144655,20.08907397356768,-,1.862645149230957e-09,20.191987187177787,0.016155634409632365,20.141642540296743,20.213127485248606,20.194495734900784,-,1.862645149230957e-09,20.35010871972062,0.019901710734979542,20.315548903324498,20.389657411236612,20.350186186623546,-,1.862645149230957e-09,20.467981915877164,0.02626164340810638,20.369796642073425,20.512585963849006,20.473817057022757,-,1.862645149230957e-09,20.55875680721963,0.028749842904226396,20.469338903191556,20.612470558375207,20.55844571119917,-,1.862645149230957e-09,1.0,2.0,3.0,4.0,5.0,6.0,1
26,F26,Hybrid,Rotated Scaffer Hybrid,1.5158245029548803e-13,1.0718497851281238e-13,0.0,2.2737367544323206e-13,2.2737367544323206e-13,9.852859269206723e-14,1.1267175634898577e-13,0.0,2.2737367544323206e-13,0.0,=,0.0895550744136426,59.40485294644753,6.050341661170273,44.78922994579807,70.0720846091308,60.09447895023425,-,1.862645149230957e-09,132.7565701218383,6.800521311654741,111.94294957607508,146.7544547646164,132.43729697287904,-,1.862645149230957e-09,175.7595623148865,8.423591528068252,160.05999699152494,190.0182592061674,177.06939544955344,-,1.862645149230957e-09,206.64410537252544,8.09925191334004,188.27746339221335,225.50570146992231,207.37461550268029,-,1.862645149230957e-09,2.0,1.0,3.0,4.0,5.0,6.0,2
27,F27,Hybrid,Expanded Hybrid 1,2.2737367544323206e-13,0.0,2.2737367544323206e-13,2.2737367544323206e-13,2.2737367544323206e-13,2.2737367544323206e-13,0.0,2.2737367544323206e-13,2.2737367544323206e-13,2.2737367544323206e-13,=,,2.1827872842550277e-12,1.0530224549565158e-11,2.2737367544323206e-13,5.88897819397971e-11,2.2737367544323206e-13,=,0.31731050786291415,2.2737367544323206e-13,0.0,2.2737367544323206e-13,2.2737367544323206e-13,2.2737367544323206e-13,=,,2.2737367544323206e-13,0.0,2.2737367544323206e-13,2.2737367544323206e-13,2.2737367544323206e-13,=,,2.2737367544323206e-13,0.0,2.2737367544323206e-13,2.2737367544323206e-13,2.2737367544323206e-13,=,,3.0,3.0,6.0,3.0,3.0,3.0,1
28,F28,Hybrid,Expanded Hybrid 2,9.805036359412792,6.81815691084555,1.5121703531626736,26.932144841243144,7.003507892272978,42.00502788320098,4.705073972694791,26.10188467611829,58.187060540135235,42.039275970036215,-,1.862645149230957e-09,43.232230529006316,0.612903535751874,41.623950353531654,44.398492896518974,43.332265531184134,-,1.862645149230957e-09,38.190598186523786,0.9877661158897328,35.51267735557917,39.98273866034697,38.14896592252239,-,1.862645149230957e-09,30.262072502164536,2.129508545320823,27.040527682666607,34.70270657282299,30.294380832817183,-,1.862645149230957e-09,20.157574831932955,1.6198319311282094,17.646954410270837,26.32309340323809,20.13393440160621,-,3.855675458908081e-07,1.0,5.0,6.0,4.0,3.0,2.0,1
